insert into schools.grades values (1, "2010", 0.8303499657500465, 0.14624667216031426, 0.0187414814435668, 0.004068558877591263, 1.3771506681157402E-4, 4.5240032108635243E-4, 3.206380583263644E-6); 
insert into schools.grades values (1, "2011", 0.6272732632353119, 0.33653510728331354, 0.004510315230521327, 0.005346724457199714, 0.010321539625666872, 0.014633869967244676, 0.0013791802007420261); 
insert into schools.grades values (1, "2012", 0.17706351273705534, 0.2801559750925745, 0.17668061814381478, 0.23210711841679893, 0.005543066182271577, 0.07992770702230416, 0.048522002405180745); 
insert into schools.grades values (1, "2013", 0.6869107786876262, 0.28209073299504855, 0.006217009384099399, 0.005777386860651127, 0.0021832369782639814, 0.014938317576460691, 0.001882537517850065); 
insert into schools.grades values (1, "2014", 0.4192305440316261, 0.1460721311500094, 0.008333773230423069, 0.33963504443897946, 0.00621448733949781, 0.014577395364257988, 0.06593662444520622); 
insert into schools.grades values (1, "2015", 0.9356332208876559, 0.025705309651957924, 0.006903313014605596, 0.00537706896010793, 0.025481376098624286, 8.368200135899689E-4, 6.289137345841147E-5); 
insert into schools.grades values (1, "2016", 0.07059809245267079, 0.32288480629266686, 0.39408698030094147, 0.043544567889945686, 0.03625695772886446, 0.022009250503044035, 0.11061934483186675); 
insert into schools.grades values (2, "2010", 0.8772644437187219, 0.0657827672041293, 0.05061534950991486, 0.005012443717177551, 9.77230037578867E-4, 3.301251564847268E-4, 1.7640655992775048E-5); 
insert into schools.grades values (2, "2011", 0.07105209205046759, 0.5510436342615309, 0.19745807687252837, 0.0826028182869997, 0.012001575546484303, 0.0442763389040081, 0.041565464077981035); 
insert into schools.grades values (2, "2012", 0.45657393898063503, 0.3547432830985911, 0.11011517054047773, 0.049966774200779294, 0.003049283406853617, 0.017337701962495736, 0.008213847810167492); 
insert into schools.grades values (2, "2013", 0.6792338129393825, 0.17705319827529073, 0.12103010721460646, 0.016592443961889233, 0.005711559462403142, 1.2103287707109989E-4, 2.578452693568862E-4); 
insert into schools.grades values (2, "2014", 0.1616142048428132, 0.4925937867995808, 0.22735442267190797, 0.06377791936572666, 0.009726839726143865, 0.013531007913058767, 0.03140181868076872); 
insert into schools.grades values (2, "2015", 0.8297261370447837, 0.14459411559353896, 0.0017034747992615417, 0.0034430120441874667, 0.010764157090453178, 0.00520100810557939, 0.004568095322195751); 
insert into schools.grades values (2, "2016", 0.8157717005437535, 0.009578767234418296, 0.11748845019363266, 0.007545943087096878, 0.009851409607648338, 0.013718496939107337, 0.026045232394343004); 
insert into schools.grades values (3, "2010", 0.6494817375311916, 0.0055880937040091675, 0.16335142399343242, 0.0416085262445701, 0.0056978123759953096, 0.07724779062968466, 0.05702461552111672); 
insert into schools.grades values (3, "2011", 0.973441234355064, 0.017699488703525827, 0.0045915874969628375, 0.001386391333206651, 0.0011247793876683803, 8.843422486367682E-4, 8.721764749355137E-4); 
insert into schools.grades values (3, "2012", 0.7900785473156771, 0.10754060794308114, 0.02786542208511498, 0.027779024257115176, 0.008655825104771102, 0.03694260127223046, 0.0011379720220100822); 
insert into schools.grades values (3, "2013", 0.9670225018500757, 0.025339225534644357, 0.004208715647909542, 0.002918623444134565, 7.511142717838426E-6, 4.3812366886894575E-4, 6.5298711649097E-5); 
insert into schools.grades values (3, "2014", 0.7880522337955058, 0.12209160057254624, 0.06935964698440725, 0.0030278874208732867, 0.009258454844319417, 0.006524972186157922, 0.001685204196190066); 
insert into schools.grades values (3, "2015", 0.8804773035716552, 0.06032699937143177, 0.011072803126256294, 0.01960216634436337, 0.0011467160350075284, 0.020521849125488482, 0.00685216242579734); 
